Airport Code,Latitude,Longitude
MEA,-22.383333,-41.783333
ILF,56.066667,-95.583333
YPW,49.883333,-124.55
YTK,5.18,120.486111
TII,32.628611,65.8775
CBB,-17.4,-66.15
MZY,-34.183333,22.15
ANN,55.033333,-131.566667
EDF,61.251389,-149.806389
AXS,34.702778,-99.333333
GUX,24.483333,77.316667
LPX,56.516667,21.1
HEB,17.6,95.45
CPB,8.633333,-77.333333
STR,48.683333,9.2
ABA,53.716667,91.433333
SMY,13.166667,-13.166667
UIN,39.933333,-91.183333
VNY,34.209722,-118.49
LYC,64.6,18.666667
SGZ,7.333333,100.533333
GBI,26.631944,-78.359167
WPA,-45.416667,-72.7
LYG,34.55,119.25
NPU,4.672222,-76.7275
TAU,5.016667,-72.733333
LKB,-18.2,178.833333
GBO,39.186111,-76.683333
MEJ,41.619444,-80.2
LGO,53.75,7.483333
FIG,10.35,-13.566667
TKK,7.0,152.0
DHI,28.25,80.675
OML,-6.183333,144.966667
VLK,47.683333,42.083333
UGC,41.666667,60.533333
PPK,54.783333,69.183333
MDL,21.702222,95.977778
CSY,56.090278,40.347222
FGI,-14.166667,-171.666667
KMU,-0.416666999999999,42.841667
ZAZ,41.666667,-1.019444
LER,-27.833333,120.616667
ZGI,54.683333,-94.166667
AIG,6.516667,23.25
DTR,42.218611,-83.348333
TBN,37.733333,-92.15
LNS,40.116667,-76.3
LTW,38.283333,-77.633333
VOK,43.916667,-90.266667
YIP,42.25,-83.383333
BBX,40.15,-75.266667
CIM,6.483333,-74.033333
ZRV,4.616667,-54.4
ULB,-16.333333,168.294444
VQS,18.133333,-65.4
LCD,-23.016667,29.716667
LUV,-5.65,132.725
COC,-31.3,-58.016667
XAP,-27.133333,-52.651944
YCA,49.683333,-125.0
YIK,62.416667,-75.9
YPG,49.983333,-98.3
PRQ,-26.766667000000000,-60.266667
RRE,-29.65,138.066667
RPB,-14.75,134.55
RBE,13.833333,107.0
BOP,5.966667,15.633333
WAK,-22.3,44.533333
HMO,29.1,-111.05
DLE,47.042778,5.435
MHA,5.25,-59.15
DTH,36.452222,-116.869167
TVU,-16.690556,179.876944
TLS,43.635,1.367778
CSF,49.266667,2.483333
NDA,-4.533333,129.9
LKL,70.05,24.983333
MDM,-4.633333,143.45
TAG,9.666667,123.85
COI,28.133333,-80.633333
OTO,35.072222,-105.935556
YFO,54.75,-101.833333
UTD,-15.833333,134.166667
WOG,-22.5,134.25
HXX,-34.516667,144.833333
PNG,-25.516667000000000,-48.5
SIB,-3.733333,13.4
IGE,-1.916667,9.316667
MXK,-6.216667,147.616667
ROV,47.333333,39.7
BDG,37.583333,-109.483333
RSK,-1.5,134.25
VNC,27.071667,-82.440278
LHV,41.133333,-77.45
ISL,63.5,-145.033333
PNC,36.733333,-97.1
TRG,-41.75,171.466667
TBR,32.482778,-81.736944
QLX,47.483056,9.733056
MBK,-10.241667,-54.954167
IOA,39.7,20.816667
BMJ,5.433333,-58.55
ICN,37.469167,126.450556
OPU,-8.033333,142.933333
FUM,-6.383333,142.433333
NGU,36.937778,-76.289444
NRK,58.616667,16.083333
LCY,51.505278,0.055278
ESF,31.4,-92.3
AFW,32.987778,-97.318889
YMB,50.116667,-120.783333
KJK,50.833333,3.25
FRW,-21.16,27.481111
GYS,32.0525,115.003333
CPH,55.618056,12.655833
MFF,-1.536944,13.270833
IXP,32.233333,75.633333
YVB,48.071111,-65.460278
DUB,53.433333,-6.25
MST,50.911667,5.770278
WWG,16.233333,32.604167
COP,42.629167,-74.891111
DHT,12.186111,42.89
GLH,33.477222,-90.985
NEW,30.049444,-90.028889
QWP,11.033333,3.65
BCE,37.7,-112.15
YKN,42.916667,-97.383333
SQC,-31.216667,119.316667
EXI,58.416667,-135.433333
MVD,-34.838333,-56.030833
EGS,65.283333,-14.4
YEH,27.481111,52.6
ITE,-13.7,-39.2
BYH,-13.25,130.7
MHT,42.9325,-71.435556
AIW,-27.983333,17.583056
TPJ,27.35,87.666667
BUV,-30.333333,-57.083333
CDJ,-8.283333,-49.283333
RSG,-5.95,-49.65
XAR,14.233333,-0.866667
VAB,1.116667,-70.75
AEU,36.583333,52.5
HMA,61.028611,69.091944
ONE,-9.166667,161.066667
IBZ,38.866667,1.35
MOJ,5.6,-54.4
BLU,51.181111,-3.401389
BGD,35.65,-101.4
NEC,-38.666667,-58.75
CDA,-12.9,132.516667
DIP,12.05,1.783333000000000
LSL,11.0,-84.833333
RJK,45.333333,14.591667
ICI,-16.733333000000000,179.583333
MOZ,-17.5,-149.833333
NYI,7.333333,-2.333333
XIQ,69.083333,-51.116667
IKI,33.75,129.783333
PDK,33.875556,-84.301944
WDG,36.383333,-97.783333
NVD,37.85,-94.3
HRL,26.2,-97.75
WKL,19.916667,-155.866667
LCN,-30.533333,139.316667
CUQ,-13.783333,143.116667
OAL,-1.983333,-46.216667
CPQ,-23.0,-47.133333
YLR,56.45,-100.0
YZR,43.0,-82.3
YWR,48.583333,-85.25
HET,40.833333,111.616667
ZCU,22.466667,114.433333
DZA,-12.8,45.283333
PMZ,8.95,-83.483333
TMU,9.733056,-85.016667
ENO,-27.316667,-55.833333
TCQ,-18.053333,-70.275833
CAK,40.916111,-81.442222
IXM,9.834444,78.093333
PSR,42.466667,14.216667
REG,38.066667,15.65
LNI,70.916667,-153.25
HBN,12.0,106.008333
RHO,36.400833,28.083889
SKW,61.95,-151.2
FFO,39.826111,-84.048333
TKE,43.286389,18.933056
BTL,42.3,-85.25
SWJ,-16.491667,167.438889
UBJ,33.966667,131.341667
CGT,20.45,-12.366667
YPA,53.216667,-105.683333
JUN,-24.8,143.033333
SPD,25.766667000000000,88.766667
MNJ,-21.201667,48.358333
DWB,-16.1,45.366667
NLU,19.35,-99.116667
BSF,66.15,25.866667
FOX,64.85,-147.766667
THP,40.9,23.55
KYU,64.9,-157.7
NOL,50.483333,21.45
ZSF,44.633333,-64.85
RUG,32.388333,120.555278
KTC,8.133333,-5.1
JYR,27.75,58.0
RVT,45.983333,16.483333
NGA,-34.25,148.25
QFQ,61.929444,5.119167
GSQ,30.8,31.8
XXK,59.016667,16.216667
MNE,-28.016667,138.666667
RMS,49.45,7.55
DCK,66.933333,-156.9
OTN,38.866667,-87.433333
SEG,40.783333,-76.85
EIY,30.621667,35.203333
BWT,-41.0,145.733333
KNZ,12.833333,-11.25
ZLG,20.85,-17.083333
BRV,53.75,8.916667
REB,53.35,12.733333
HSG,33.149722,130.302222
MUM,0.333333,34.483333
UZH,26.1,43.933333
TKQ,-4.883333,29.666667
BNC,0.566666999999999,29.466667
MMF,5.716667,9.3
ZMH,51.736667,-121.333611
GXQ,-45.5,-72.516667
PGX,45.1975,0.815278
DGW,42.75,-105.4
KKA,64.916667,-161.133333
LGD,45.316667,-118.033333
LEE,28.833333,-81.816667
OVE,39.483333,-121.633333
WWR,36.433333,-99.516667
IZT,16.449444,-95.093611
LKN,68.15,13.016667
SRP,59.792778,5.339722
JRN,-10.305556,-58.488889
YGH,66.266667,-128.65
BWF,54.116667,-3.233333
ADK,51.878056,-176.646111
EEN,42.9,-72.266667
AVO,27.6,-81.516667
ELJ,2.0,-74.133333
PZK,58.053056,26.237778
ZEG,-5.983333,139.366667
SRZ,-17.8,-63.166667
XZA,11.133333,-1.0
TIP,32.669444,13.156667
BRP,-7.666667,146.35
XZQ,37.716667,28.966667
YKI,58.977222,23.863333
NWA,-12.283333,43.766667
TRU,-5.566667,-73.766667
PKV,57.783889,28.395556
KRQ,48.705556,37.628889
SWK,45.5,9.5
HRJ,28.0,83.838889
ATG,33.874167,72.241389
FDK,39.4175,-77.374444
XDJ,14.1,-1.633333
PKF,45.933333,-90.433333
PTC,55.791667,-133.6
PLQ,55.916667,21.05
DVL,48.116667,-98.9
TRH,35.8125,-117.327222
ZPH,28.233333,-82.166667
WPK,-16.633333,144.0
XDV,53.916667,-1.766667
BYU,49.95,11.586111
RBS,-37.7,148.5
JEQ,-13.85,-40.083333
YDW,8.8,-80.283333
PSO,1.466667,-77.25
BER,52.516667,13.4
PUM,-3.666667,119.8
QUB,26.6,12.768889
BKI,5.937222,116.05
WHO,-43.3,170.016667
EVA,30.35,-94.066667
PTT,37.7,-98.75
ATI,-30.416667,-56.516667
KOM,-6.133333,143.633333
INA,66.066667,60.1
SVO,55.972778,37.414722
QOH,50.433333,30.516667000000000
IHN,15.433333,51.7
CKD,61.866667,-158.133333
DET,42.409167,-83.009722
OCE,38.316667,-75.116667
PPV,56.333333,-133.666667
SWC,-37.066667,142.766667
GHB,25.283333,-76.333333
SJB,-13.083333,-64.8
QYW,46.866667,3.65
SMI,37.684444,26.902222
LCE,15.75,-86.833333
HZK,65.966944,-17.416667
TJG,-0.30000000000000000,100.6
GHK,31.083333,35.3
ELE,8.116667,-77.716667
BNZ,-5.783333,144.616667
HCS,-28.733333000000000,19.3
SIC,42.018889,35.079167
APN,45.083333,-83.55
WML,-20.35,45.55
LTI,46.65,96.416667
KCD,-4.4,136.683333
TSG,45.228056,18.073333
RDV,61.833333,-157.333333
OCF,29.166667,-82.216667
BBG,3.083333,172.816667
TNV,3.866667,-159.35
ZZU,-11.45,34.016667
UAC,32.45,-114.8
WAJ,-6.95,142.65
GFN,-29.666667,153.0
GOV,-12.166667,136.675
TYM,24.1525,-76.433889
MGM,32.3,-86.4
EMO,-8.733333,147.783333
SSV,5.55,120.816667
BUT,53.416667,-2.583333
WCR,67.5,-148.5
YYZ,43.677222,-79.630556
YQY,47.528056,-60.047222
YXT,54.468611,-128.576111
CHA,35.035278,-85.203889
BXT,0.119444,117.474722
INQ,53.033333,-9.433333
AOI,43.633333,13.5
KMJ,32.8,130.766667
MPA,-17.5,24.266667000000000
XPR,43.016667,-102.516667
AAY,16.2,52.183333
ZFJ,48.15,4.85
AON,-6.25,145.966667
KEX,-7.766667,145.9
KUP,-10.066667,148.216667
MQY,35.983333,-86.516667
AYZ,40.666667,-73.416667
SNB,-11.333333,130.75
PVA,13.35,-81.35
LCL,22.283333,-83.616667
VHY,46.166667,3.4
NQT,52.966667,-1.166667
URD,54.433333,11.2
BJD,66.066667,-14.75
SDA,33.25,44.233333
MSJ,40.7,141.383333
ILU,-2.9,38.066667
SLU,14.020278,-61.993056
SRU,2.166667,-76.1
MEP,2.433333,103.833333
HEH,20.733333000000000,96.783333
BCN,41.3,2.083333
HSZ,24.818056,120.941389
EDO,39.554722,27.013889
BBP,50.683333,-1.083333
SRE,-19.006944,-65.288611
YDB,61.35,-139.0
ZNC,60.983333,-159.983333
SME,37.083333,-84.6
RNC,-24.016667,132.25
UIO,0.133333,-78.483333
ZKM,-2.533333,9.766667
GOU,9.333333,13.366667
HDB,49.393333,8.6525
PTP,16.266667000000000,-61.533333
VPN,65.756944,-14.829444
CLB,53.848333,-9.280278
PMB,48.95,-97.233333
BTK,56.166667,102.066667
LUY,-4.783333,38.283333
UTH,17.386389,102.788333
MZH,40.829444,35.521944
JMU,46.833333,130.35
PCR,6.183333,-67.633333
OCI,60.1,-148.216667
PTU,59.016667,-161.816667
MOR,36.183333,-83.366667
SFZ,41.920833,-71.491389
MIF,31.6,-102.9
VRY,67.666667,12.683333
NIC,35.15,33.266667
CCF,43.216667,2.316667
RDE,-1.583333,133.333333
BMV,12.666667,108.1
BUG,-12.608889,13.403611
MNX,-5.816667,-61.283333
YCN,49.066667,-81.016667
AAE,36.833333,8.0
MUP,-25.85,131.6
YDA,64.05,-139.083333
YQX,48.95,-54.566667
ZPO,55.516667,-106.6
CJJ,36.637222,127.489722
LIX,5.333333,12.75
MEE,-21.566667,168.0
KCT,5.983333,80.333333
BRF,51.0,-3.183333
KEO,9.55,-7.566667
CKX,64.083333,-141.916667
LRV,11.833333,-66.75
CFG,22.166667,-80.516667
BSM,36.655278,52.349722
SCH,42.8525,-73.928889
TNC,65.563056,-167.921667
IPA,-18.75,169.183333
SRT,1.716667,33.616667
HED,55.8,-160.9
ABG,-17.666667,143.2
TCW,-35.816667,145.566667
RHL,-22.633333,119.966667
SOF,42.7,23.4
SUR,76.4,-88.883333
BXI,9.516667,-6.483333
LYN,45.729722,4.939444
DON,17.633333,-89.666667
MZN,-5.866667,144.666667
UCT,63.566667,53.8
DRU,46.616667,-113.2
KWB,-5.866667,110.433333
TRD,63.457778,10.936111
SKJ,56.533333,-154.133333
ERV,29.983333,-99.083333
DRO,37.15,-107.75
IJX,39.766667,-90.233333
HIO,45.516667,-122.983333
GOG,-22.140278,19.072222
HZV,-25.033333,31.116667
KBG,2.333333,31.5
BVO,36.766667,-96.0
CBC,-18.666667,125.366667
NBW,20.144444,-75.209167
USS,21.972222,-79.446944
VNE,47.65,-2.766667
MEQ,4.136667,96.129444
TCV,-15.914722,33.158889
KGZ,61.45,-142.4
RME,43.233889,-75.406944
LHM,38.909167,-121.351389
CEG,53.133333,-2.933333
FNT,42.965556,-83.743611
PRT,47.533333,12.516667
POZ,52.421111,16.826389
THY,22.95,30.483333
AXX,36.416667,-105.283333
SPQ,33.75,-118.366667
FEK,9.6,-5.2
GLC,6.966667,46.416667
LPP,61.044444,28.144444
BAW,-0.666667,9.45
PRD,-20.133333,119.583333
YSS,54.155556,-1.644444
ZBR,25.3,60.616667
MKM,2.9,112.066667
GUN,51.066667,-1.166667
OEA,38.666667,-87.516667
BOO,67.266667,14.366667
BPK,-6.066667,144.933333
CMS,10.5,50.458333
TDT,-24.283333,31.3
BXN,37.134722,27.667222
RCT,43.9,-85.516667
CBK,39.416667,-101.05
LBH,33.966667,151.25
OCA,25.366667,-80.266667
CHZ,42.583333,-121.866667
IIL,33.586667,46.404722
BJM,-3.316667,29.316667
SCQ,42.833333,-8.55
BHX,52.45,-1.75
FIC,55.777778,-131.5375
CRE,33.811667,-78.723889
HMS,58.294444,-135.347222
TCN,18.45,-97.383333
MGZ,12.45,98.616667
ARE,18.45,-66.666667
VVC,4.083333,-73.55
LIO,10.083333,-82.966667
DAK,25.5,29.166667
AVV,-38.033333,144.466667
LEK,11.328333,-12.300833
KRO,55.433333,65.3
URY,31.333333,37.416667
LOC,-33.566667,135.766667
NBH,-30.65,153.0
KAJ,64.283333,27.683333
CLY,42.533333,8.8
HEI,54.15,8.9
SSE,17.633333,75.933333
BLX,46.333333,12.341667
OOT,-1.866667,175.566667
CZA,20.666667,-88.566667
MMC,22.75,-99.0
UUK,70.416667,-148.916667
MLB,28.1,-80.633333
BLS,-28.033333,147.366667
WME,-27.286389,120.554722
WIT,-22.266667000000000,118.333333
YKJ,57.25,-105.6
DVA,45.883333,22.916667
MYW,-10.35,40.183333
PCG,17.266667000000000,-90.258333
KUU,31.876667,77.154444
RBJ,45.383333,141.033333
VOI,8.416667,-9.75
AZG,19.083333,-102.383333
IRB,30.9,-101.9
BRG,37.116667,-82.816667
LAT,4.75,-74.05
ACA,16.756944,-99.753611
YKS,62.083333,129.766667
MUA,-8.333333,157.416667
GGR,8.416667,48.483333
ASY,46.033333,-99.366667
BXC,42.483611,-71.535278
MZI,14.5,-4.2
GOC,-8.416667,147.666667
KDT,16.466667,99.5
LGW,51.148056,-0.190278
LRD,27.533333,-99.466667
KEU,50.6,-4.266667
CLD,33.116667,-117.266667
PMX,42.15,-72.316667
ZML,32.466667,171.916667
MGW,39.633333,-79.916667
SCK,37.9,-121.25
OKQ,-8.1,139.7
SAE,2.316667,125.416667
GBV,-16.333333,126.366667
CXH,49.289722,-123.115833
KWO,-7.983333,142.816667
YNF,48.946944,-57.943889
YRE,61.5,-65.0
OCV,8.25,-73.783333
PAQ,61.6,-149.116667
JSD,41.249167,-73.096667
FZO,51.519444,-2.590833
CIK,66.65,-143.75
ORA,-23.15,-64.316667
WSR,-2.766667,134.5
LPW,56.383333,-134.833333
LQK,34.816667,-82.7
TAW,-32.166667,-55.5
VOG,48.75,44.5
TEQ,41.0,27.5
BSZ,58.266667,-157.483333
MOY,4.916667,-72.85
PAL,5.483333,-74.65
SHL,25.703611,91.978611
MQE,-22.816667,137.35
YYW,50.297222,-88.971944
FRZ,51.1,9.283333
ENJ,14.1,-90.833333
HIW,34.366944,132.413889
NIA,7.5,-8.583333
REX,26.066667,-98.266667
CGC,-5.459167,148.4325
LZA,-7.183333,22.35
EHL,-41.966667,-71.516667
EUC,-31.716667,128.866667
AIT,-18.85,-159.75
VME,-33.633333,-65.416667
BEU,-24.333333,139.366667
AMI,-8.566667,116.1
CLT,35.216667,-80.933333
HOM,59.633333,-151.5
CTO,40.916667,-72.75
CHF,35.133333,128.7
GVI,-3.916667,141.166667
OSG,-2.916667,141.3
CKO,-23.152222,-50.602222
YXS,53.883333,-122.683333
ZIV,57.083333,-4.666667
TLX,12.233333,38.533333
ZIC,-38.216667,-72.333333
IXD,25.433333,81.733333
YCP,57.083333,-103.0
ATJ,-19.083333,47.066667
SXT,4.330833,102.396667
MAP,-10.3,149.533333
HEV,37.258333,-6.950833
POS,10.65,-61.516667
PLR,33.583333,-86.283333
FRT,-19.416667,-65.366667
LCA,34.875,33.624722
SBQ,29.583333,67.85
PDI,-6.5,147.583333
PYJ,66.416667,112.05
ONQ,41.25,31.833333
AAN,24.261667,55.609167
LES,-29.8,28.133333
LYR,78.191667,15.9
LRF,34.918056,-92.146389
CNQ,-27.45,-58.766667
ROK,-23.381944,150.475278
WON,-18.666667,140.916667
WVL,44.533333,-69.666667
BNB,-0.233332999999999,20.833333
TRF,59.186667,10.258611
CHM,-9.083333,-78.6
LAX,33.9425,-118.407222
PEC,57.95,-136.233333
DGE,-32.783333,149.166667
VTB,55.126389,30.349722
THF,52.489722,13.416667
VEY,63.416667,-20.266667000000000
NTG,9.55,-0.733333
SCA,8.5,-76.175
SBG,5.916667,95.316667
SHK,-29.9,28.25
TRC,25.568333,-103.410556
PAZ,20.55,-97.05
DGR,-35.933333,173.866667
RST,43.908333,-92.5
WFD,51.116667,-1.833333
CGI,37.216667,-89.566667
BHK,39.766667,64.483333
PBL,10.466667,-68.1
SFR,9.083333,-74.333333
KRW,40.033333,53.0
ATE,34.233333,-95.616667
CCR,37.983333,-122.052778
MBA,-4.033333,39.583333
CSC,10.416667,-85.116667
HJR,24.85,79.933333
BDO,-6.900556,107.576389
LDR,13.883333,45.866667
MZV,4.048333,114.805
GID,-3.416667,29.916667
BFU,32.940833,117.360833
WUD,-33.016667,135.619444
BNW,42.066667,-93.883333
KUW,-7.433333,143.1
SGB,-6.7,147.133333
LJU,46.223611,14.4575
PZB,-29.648889,30.398611
URT,9.1,99.333333
DNQ,-35.55,144.95
MHO,-17.166667,125.666667
YHM,43.166667,-79.933333
PMD,34.629444,-118.084444
LSW,5.216667,96.933333
PKR,28.233333,83.866667
CJD,2.066667,-74.583333
UPA,22.383333,-78.816667
CIF,42.333333,119.008333
AYA,8.3,-75.15
TRK,3.326667,117.565556
SHZ,-30.583333,28.0
LZC,25.383333,-103.166667
AHU,35.183333,-3.833333
KDR,-6.216667,149.55
ELA,29.583333,-96.333333
PGR,36.05,-90.5
KPC,65.25,-166.85
ALO,42.55,-92.383333
XDY,46.5,-80.966667
YWY,63.2,-123.416667
AFK,7.283333,81.666667
MJP,-34.233333,116.15
TGQ,-6.183333,-35.816667
ZJG,54.6,-97.666667
YWP,53.0,-87.333333
CHW,39.766667,98.483333
YUA,25.65,101.916667
KHJ,62.463056,22.394722
BGE,30.9,-84.6
DUT,53.9,-166.533333
FAY,35.0,-78.883333
KTE,4.483333,103.433333
ERH,31.9475,-4.398333
KHM,26.0,95.7
OLY,38.716667,-88.083333
WSJ,57.733333,-153.3
RRS,62.583333,11.35
EMS,-9.366667,148.466667
TFM,-5.133333,141.583333
HAD,56.690833,12.82
ZNZ,-6.216667,39.216667
YVR,49.193889,-123.183333
BVR,-31.666667,-56.583333
PCK,67.25,-150.283333
ILL,45.116667,-95.1
TNA,36.75,116.966667
CQT,2.033333,-74.216667
GTW,49.0,17.675
NCY,45.925,6.091667
TIR,13.6325,79.543333
MVJ,18.016667,-77.5
PRA,-31.783333,-60.483333
BQW,-20.133333,127.8
YLW,49.956111,-119.377778
CPF,-7.183333,111.533333
BDU,69.055833,18.540278
NDO,37.383333,-6.55
HMV,65.8,15.083333
MXR,49.966667,33.6
JGN,39.75,98.25
LCS,10.416667,-85.133333
BGG,6.65,-4.2
MLS,46.433333,-105.883333
ONN,58.233333,-152.833333
SNS,36.666667,-121.616667
SEF,27.456389,-81.3425
KIU,-1.75,41.483333
ZJR,5.4,100.233333
TST,7.55,99.6
JAI,26.816667,75.8
PGG,-6.95,-55.45
ENB,-30.083333,114.983333
YCO,67.833333,-115.083333
YQF,52.183333,-113.9
HOW,8.916667,-79.583333
ATN,-3.666667,152.45
BLP,-12.025,-77.133333
GRJ,-33.966667,22.416667
BXR,29.0,58.5
GPT,30.4,-89.066667
IPT,41.25,-76.916667
KOY,57.15,-154.233333
MYS,3.466667,39.1
LPY,45.083333,3.766667
DUN,76.566667,-68.8
KTD,25.95,131.3
RVC,5.466667,-9.583333
WOR,-12.433333,49.1
HVD,48.016667,91.65
CHC,-43.488889,172.533333
PDB,59.783333,-154.116667
EOI,59.2,-2.783333
PUC,39.602778,-110.75
YEL,46.35,-82.55
YEU,79.983333,-85.816667
YHN,49.216667,-84.783333
TID,14.1,-16.483333
APS,-16.362222,-48.926944
RGI,-14.966667,-147.666667
MAZ,18.233333,-67.133333
LLX,44.5,-72.016667
SWQ,-8.5,117.416667
JWN,36.583333,48.25
GRS,42.75,11.066667
NDE,3.933333,41.866667
RTM,51.956944,4.437222
CLP,58.85,-158.5
KMI,31.866667,131.45
TYA,59.483333,28.133333
EPG,40.866667,-96.133333
KSQ,38.8,65.766667
TAQ,-33.433333,142.583333
SQY,-31.366667,-51.966667
YDN,51.1,-100.05
YST,53.833333,-94.833333
TSN,39.142222,117.176667
OTA,11.066667,37.883333
NDM,9.816667,35.083333
IXR,23.314167,85.321667
TTB,39.925556,9.657222
MZB,-11.35,40.35
OKP,-5.466667,141.566667
TER,38.761944,-27.090833
IRA,-10.5,161.833333
MUZ,-1.5,33.8
UAB,38.633333,28.883333
ABQ,35.040278,-106.609167
NCQ,34.351111,-84.287222
CEA,15.658889,101.1125
ZGS,50.333333,-60.666667
BSJ,-37.883333,147.566667
OKR,-9.733333,143.416667
DOO,-9.5,147.8
SJO,9.993889,-84.208889
KXF,-17.316667,179.383333
KLX,37.068333,22.025556
YPO,54.983333,-85.433333
MJN,-15.666667,46.366667
PCV,27.083333,-112.0
HIK,21.316111,-157.926667
AKX,50.25,57.216667
MOG,20.516667000000000,99.266667
PZY,48.625278,17.828333
TYP,-22.283333,137.916667
PPP,-20.483333,148.55
PND,16.166667,-88.7
HVN,41.266667,-72.883333
TKF,39.32,-120.139444
IXV,28.416667,94.841667
JCR,-6.233611,-57.768333
VIA,27.0,-51.133333
BHF,6.55,-77.333333
BVA,49.45,2.116667
GAF,34.416667,8.816667
BAL,37.866667,41.116667
TZX,40.916667,39.833333
RWN,50.6,26.15
EXT,50.733333,-3.416667
BFP,40.766667,-80.4
RNJ,27.033333,128.433333
TNQ,4.716667,-1.4
XAY,18.666667,104.716667
UEL,-17.866667,36.85
SVH,35.766667,-80.95
DUF,36.253611,-75.788611
AMA,35.226389,-101.705833
GEY,44.516667,-108.083333
SYU,-10.516667,142.366667
IGA,20.983333,-73.666667
PRR,5.816667,-61.016667
GSI,-9.423889000000000,160.065556
PBY,-35.5,148.733333
HTU,-35.716667,142.35
ZGR,52.066667,-95.466667
HBE,30.917778,29.696389
DWH,30.061944,-95.552778
HUS,66.033333,-154.233333
UMR,-31.166667,136.833333
REC,-8.125833,-34.923889
YFA,52.241667,-81.591667
SFU,-9.583333,148.633333
GRV,43.333333,45.7
DNZ,37.787222,29.703333
HAI,6.0,-9.75
OOA,41.283333,-92.633333
MPB,25.775,-80.175
WLM,42.385278,-71.251389
EPI,-16.75,168.333333
ELX,10.616667,-71.733333
LPD,-1.3,-69.716667
CAI,30.121944,31.405556
LBV,0.45,9.416667
SOQ,-0.933333,131.116667
ZUG,34.251389,36.009722
MNT,64.9,-149.166667
NUP,60.883333,-162.466667
ATW,44.266667,-88.516667
SNP,57.166667,-170.216667
CTZ,35.0,-78.333333
TNK,72.033333,-80.916667
KED,16.166667,-13.516667
KLF,54.5,36.266667
LGU,41.783333,-111.85
WPC,49.483333,-113.95
YXF,65.966667,-134.166667
AKM,10.883333,19.816667
MZK,1.983333,173.666667
YVD,-7.55,146.166667
TBO,-5.083333,32.833333
WSM,67.416667,-150.116667
MSX,-2.95,12.733333
DIM,6.65,-4.7
KUO,63.016667,27.8
LDA,25.033333,88.15
FTI,-14.216667,-169.45
MQD,-41.25,-68.733333
BHT,-23.5,141.633333
LYB,19.666667,-80.083333
MIQ,10.599444,-66.9825
JIA,-11.5,-58.883333
MAK,9.55,31.816667
SMT,23.883333,120.933333
CVN,34.416667,-103.083333
MLV,-13.066667,142.45
WLW,39.516667,-122.216667
PWM,43.65,-70.3
PQS,61.933333,-162.883333
SAV,32.133333,-81.2
UTP,12.666667,100.983333
BBV,4.633333,-6.916667
MKA,49.983333,12.716667
MDC,1.533333000000000,124.916667
WDI,-26.316667,151.866667
KVD,40.733333,46.316667
RAU,25.75,89.233333
BCW,-23.733333000000000,35.116667
MCQ,48.138889,20.794444
KHA,36.733333,45.15
BWC,32.983333,-115.516667
FTW,32.855556,-96.85
PDT,45.7,-118.833333
PTN,29.75,-91.308333
MIY,-18.5,136.266667
FIK,-25.583333,134.6
GBQ,26.257222,50.611944
DCM,43.555833,2.285556
JUT,14.8,-86.133333
ZYH,52.083333,4.3
GYN,-16.631944,-49.220556
GIT,-2.866667,32.166667
SRW,35.633333,-80.516667
ZAD,44.097778,15.356667
BOU,47.066667,2.366667
SMQ,-2.533333,112.95
BIP,-16.15,143.75
SQX,-26.781667,-53.503611
OUG,13.566667,-2.433333
GXX,10.360278,15.237222
ZBF,47.6,-65.65
YCS,63.333333,-90.7
VOH,-13.366667,50.0
OHI,-17.783333,15.7
ERA,10.633333,47.366667
LTK,35.416667,35.983333
CVT,52.369722,-1.479722
YUT,66.533333,-86.25
DNH,40.2,94.683333
BTC,7.7,81.666667
AUM,43.666667,-92.933333
FRN,19.833333,-72.5
LRR,36.766667,48.9
ZIE,38.4,14.966667
KIS,-0.083332999999999,34.733333
PIZ,69.733333,-163.016667
FFM,46.283333,-96.166667
TVF,52.883333,-0.30000000000000000
AMU,-3.516667,141.25
KJU,-2.883333,151.25
EJH,26.416667,36.75
LWB,37.783333,-80.336111
MPE,41.283333,-72.6
YAK,59.5,-139.666667
GEV,67.0,20.833333
PSB,60.933333,7.2
YBJ,50.5,-62.916667
YHC,51.733333,-128.116667
ZER,27.566667,93.833333
OGX,31.916667,5.4
CED,-32.133333,133.683333
JIL,43.866667,126.65
PUU,0.5,-76.416667
LLS,-24.7,-60.6
SZG,47.793333,13.004444
YKL,54.783333,-66.716667
MVO,12.2,18.783333
LZD,36.016667,103.683333
ORO,15.125,-87.141667
KIN,17.933333,-76.783333
ABF,1.416667,172.833333
NSN,-41.3,173.216667
DEA,29.961111,70.485833
SDY,47.716667,-104.183333
ILQ,-14.899722,-71.956389
VEV,-7.833333,156.7
ALE,30.386111,-103.683333
PWT,47.483333,-122.75
BAN,-4.166667,20.333333
BSS,-7.5,-46.033333
YHD,49.783333,-92.833333
DPS,-8.748056,115.167222
AWB,-8.016667,142.75
KHO,-24.583333,31.416667
HMJ,49.416667,27.0
GRQ,53.119722,6.579444
AJY,16.966667,7.983333
LGZ,-0.183333,-74.75
SQB,4.766667,-75.95
BIU,65.833333,-23.983333
RAJ,22.316667,70.783333
BJK,-6.083333,134.25
NYG,38.503611,-77.305
BTF,40.883333,-111.883333
QVL,6.423889,3.416944
DNU,-6.15,146.666667
MVI,-6.0,155.333333
YPI,54.55,-130.416667
OUM,13.266667,19.716667
